Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A833867,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Female,2 days,Domestic Shorthair,Calico
A833863,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Female,2 years,Domestic Medium Hair,Orange Tabby/White
A833878,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A833857,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A833859,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White
A833864,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Male,2 days,Domestic Shorthair,Orange Tabby/White
A833861,,05/06/2021 08:28:00 PM,05/06/2021 08:28:00 PM,1001 Farm To Market 685 in Travis (TX),Public Assist,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue/White
A820013,Sadie,05/07/2021 08:48:00 AM,05/07/2021 08:48:00 AM,780 Bastrop Highway in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Black
A820012,Sadie Mae,05/07/2021 08:48:00 AM,05/07/2021 08:48:00 AM,780 Bastrop Highway in Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Labrador Retriever,Black/White
A833881,,05/07/2021 09:33:00 AM,05/07/2021 09:33:00 AM,4434 Frontier Trail in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby
A833886,Coco,05/07/2021 10:35:00 AM,05/07/2021 10:35:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull,Black/White
A833890,Happy,05/07/2021 11:20:00 AM,05/07/2021 11:20:00 AM,Bennett Avenue And Saint Johns Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico
A833888,*Grido,05/07/2021 11:20:00 AM,05/07/2021 11:20:00 AM,Bennett Avenue And Saint Johns Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Gray
A833889,*Pazza,05/07/2021 11:20:00 AM,05/07/2021 11:20:00 AM,Bennett Avenue And Saint Johns Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico
A833891,Harley,05/07/2021 11:54:00 AM,05/07/2021 11:54:00 AM,6104 Wideleaf Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever/Siberian Husky,Tan/White
A833892,*Suzy-Q,05/07/2021 12:09:00 PM,05/07/2021 12:09:00 PM,Ih 35 Service Road And Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Tan/Black
A833894,A833894,05/07/2021 12:19:00 PM,05/07/2021 12:19:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie
A833897,A833897,05/07/2021 12:19:00 PM,05/07/2021 12:19:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A833893,A833893,05/07/2021 12:19:00 PM,05/07/2021 12:19:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby
A833898,A833898,05/07/2021 12:19:00 PM,05/07/2021 12:19:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Black
A833896,A833896,05/07/2021 12:19:00 PM,05/07/2021 12:19:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A833895,A833895,05/07/2021 12:19:00 PM,05/07/2021 12:19:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie
A833899,*Adora,05/07/2021 12:25:00 PM,05/07/2021 12:25:00 PM,15701 Forest Glen Cove in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Anatol Shepherd/Boxer,Tan/Black
A826256,Mina,05/07/2021 12:38:00 PM,05/07/2021 12:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,German Shepherd,Black/Silver
A833900,,05/07/2021 12:45:00 PM,05/07/2021 12:45:00 PM,2910 Garwood Street in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Cream Tabby
A833904,Sykes,05/07/2021 01:26:00 PM,05/07/2021 01:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,White/Brown
A813640,Rocky,05/07/2021 01:26:00 PM,05/07/2021 01:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair,Black/White
A833909,Princess,05/07/2021 02:43:00 PM,05/07/2021 02:43:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Orange Tabby
A823007,Honey,05/07/2021 03:12:00 PM,05/07/2021 03:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,Labrador Retriever,Cream/Yellow
A833920,*Indigo,05/07/2021 03:27:00 PM,05/07/2021 03:27:00 PM,501 South Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever,Black
A833931,,05/07/2021 03:54:00 PM,05/07/2021 03:54:00 PM,4911 Menchaca in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Tan
A833927,,05/07/2021 04:15:00 PM,05/07/2021 04:15:00 PM,3022 Prado Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White
A833925,,05/07/2021 04:15:00 PM,05/07/2021 04:15:00 PM,3022 Prado Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A833926,,05/07/2021 04:15:00 PM,05/07/2021 04:15:00 PM,3022 Prado Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A833928,,05/07/2021 04:15:00 PM,05/07/2021 04:15:00 PM,3022 Prado Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black/White
A833935,A833935,05/07/2021 04:31:00 PM,05/07/2021 04:31:00 PM,1808 Cedar Bend Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair,Black/White
A833936,A833936,05/07/2021 04:31:00 PM,05/07/2021 04:31:00 PM,1808 Cedar Bend Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,White/Black
A833963,,05/07/2021 07:16:00 PM,05/07/2021 07:16:00 PM,13301 Center Lake Drive in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Longhair,Orange/White
A833965,Willow,05/07/2021 07:59:00 PM,05/07/2021 07:59:00 PM,14707 Geneva Drive in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Plott Hound Mix,Black/Brown Brindle
A833966,Ranger,05/07/2021 08:05:00 PM,05/07/2021 08:05:00 PM,5016 Navarro Drive in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Border Collie,Black
A833983,,05/08/2021 07:54:00 AM,05/08/2021 07:54:00 AM,Manor Road in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Miniature Poodle Mix,White
A833986,Kirby,05/08/2021 08:14:00 AM,05/08/2021 08:14:00 AM,13702 Maha Road in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Bearded Collie,Buff
A824774,Blackie,05/08/2021 08:19:00 AM,05/08/2021 08:19:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair,Black
A833984,Jax,05/08/2021 09:02:00 AM,05/08/2021 09:02:00 AM,14305 Kodiak Lane in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Pit Bull,Brown/White
A833985,,05/08/2021 09:02:00 AM,05/08/2021 09:02:00 AM,14305 Kodiak Lane in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Pit Bull,Brown/White
A833994,,05/08/2021 10:04:00 AM,05/08/2021 10:04:00 AM,6710 Cruz Street in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Brown Tabby
A833993,Grams 90,05/08/2021 10:04:00 AM,05/08/2021 10:04:00 AM,6710 Cruz Street in Austin (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair,Black/White
A833997,,05/08/2021 11:40:00 AM,05/08/2021 11:40:00 AM,Braker Lane And Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever,Black/White
A834000,,05/08/2021 11:47:00 AM,05/08/2021 11:47:00 AM,Travis (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Medium Hair,Brown Tabby
A834001,,05/08/2021 11:47:00 AM,05/08/2021 11:47:00 AM,Travis (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Medium Hair,Gray Tabby
A833999,,05/08/2021 11:47:00 AM,05/08/2021 11:47:00 AM,Travis (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Medium Hair,Brown Tabby
A834002,,05/08/2021 11:47:00 AM,05/08/2021 11:47:00 AM,Travis (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Medium Hair,Gray Tabby
A834005,*Beatrice,05/08/2021 12:48:00 PM,05/08/2021 12:48:00 PM,13000 Lofton Cliff Drive in Travis (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Medium Hair,Torbie
A834007,,05/08/2021 01:49:00 PM,05/08/2021 01:49:00 PM,9705 Saugus Lane in Travis (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A834009,,05/08/2021 03:12:00 PM,05/08/2021 03:12:00 PM,6909 Blessing Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,White/Orange
A833990,,05/08/2021 03:53:00 PM,05/08/2021 03:53:00 PM,6800 Spruce Gum Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Longhair,White
A833989,,05/08/2021 03:53:00 PM,05/08/2021 03:53:00 PM,6800 Spruce Gum Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Longhair,Brown
A833992,,05/08/2021 03:53:00 PM,05/08/2021 03:53:00 PM,6800 Spruce Gum Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Toy Fox Terrier,Black
A833991,Jackson*,05/08/2021 03:53:00 PM,05/08/2021 03:53:00 PM,6800 Spruce Gum Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Black Mouth Cur Mix,Brown/White
A834015,Loopy,05/08/2021 05:51:00 PM,05/08/2021 05:51:00 PM,Pecan Brook Drive And Tumbleweed Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Black Mouth Cur,Tan
A834016,Oscar,05/08/2021 05:58:00 PM,05/08/2021 05:58:00 PM,Garrison Park in Austin (TX),Abandoned,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black/White
A834028,Molly,05/09/2021 08:59:00 AM,05/09/2021 08:59:00 AM,East 18Th Street And Ulit Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier,Black/White
A834018,,05/09/2021 09:50:00 AM,05/09/2021 09:50:00 AM,210 Chaparral in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Black/White
A834029,*Otto,05/09/2021 10:40:00 AM,05/09/2021 10:40:00 AM,124 W Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A834026,,05/09/2021 10:40:00 AM,05/09/2021 10:40:00 AM,Outside Jurisdiction,Stray,Injured,Dog,Intact Female,6 years,Great Pyrenees,White
A833525,*Hermione,05/09/2021 12:08:00 PM,05/09/2021 12:08:00 PM,4705 Sagebrush Trail in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Nova Scotia Duck Tolling Retriever,Brown/White
A834045,*Parsley,05/09/2021 02:09:00 PM,05/09/2021 02:09:00 PM,Slaughter And Lindshire in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Australian Cattle Dog,Blue Tick
A834048,Sky,05/09/2021 02:16:00 PM,05/09/2021 02:16:00 PM,4615 Borage Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White
A834047,*Meeny,05/09/2021 02:16:00 PM,05/09/2021 02:16:00 PM,4615 Borage Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black
A834049,,05/09/2021 02:16:00 PM,05/09/2021 02:16:00 PM,4615 Borage Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A834046,*Eeny,05/09/2021 02:16:00 PM,05/09/2021 02:16:00 PM,4615 Borage Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black
A834050,*Moe,05/09/2021 02:16:00 PM,05/09/2021 02:16:00 PM,4615 Borage Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A834052,Belly,05/09/2021 03:00:00 PM,05/09/2021 03:00:00 PM,183 And Duval in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,American Pit Bull Terrier/American Bulldog,Gray/White
A825734,Kilo,05/09/2021 03:06:00 PM,05/09/2021 03:06:00 PM,7201 Levander Loop in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Pit Bull,White
A834051,*Boyfriend,05/09/2021 03:40:00 PM,05/09/2021 03:40:00 PM,6318 Del Monte Road in Austin (TX),Stray,Injured,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A834042,,05/09/2021 03:52:00 PM,05/09/2021 03:52:00 PM,4809 Green Shore Circle in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Fox,Brown/White
A814533,Avalanche,05/09/2021 04:03:00 PM,05/09/2021 04:03:00 PM,Manor Road And Overbrook Drive in Austin (TX),Public Assist,Sick,Dog,Intact Male,16 years,Boxer,White
A834055,,05/09/2021 05:14:00 PM,05/09/2021 05:14:00 PM,900 Barton Springs Road in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A834057,Tiny,05/09/2021 06:02:00 PM,05/09/2021 06:02:00 PM,500 Canyon Ridge in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Maltese/Miniature Poodle,Black
A834072,Grams 438,05/10/2021 08:30:00 AM,05/10/2021 08:30:00 AM,1501 Lady Grey Ave in Travis (TX),Stray,Injured,Cat,Intact Female,3 weeks,Domestic Medium Hair,Orange
A834071,Grams 400,05/10/2021 08:31:00 AM,05/10/2021 08:31:00 AM,1501 Lady Grey Ave in Travis (TX),Stray,Injured,Cat,Intact Female,3 weeks,Domestic Medium Hair,Calico
A834074,*Primrose,05/10/2021 08:47:00 AM,05/10/2021 08:47:00 AM,Frontier Trail in Austin (TX),Stray,Injured,Dog,Intact Female,5 months,Pit Bull,Black/White
A834078,Kara,05/10/2021 09:46:00 AM,05/10/2021 09:46:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Miniature Schnauzer,Gray
A832171,Lady Bird,05/10/2021 11:09:00 AM,05/10/2021 11:09:00 AM,Braker And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix,Tricolor
A834095,Bentley,05/10/2021 11:19:00 AM,05/10/2021 11:19:00 AM,2022 East Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Staffordshire Mix,Tan/White
A834097,*Madison,05/10/2021 11:55:00 AM,05/10/2021 11:55:00 AM,6603 Mira Loma Ln in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,German Shepherd,Brown/Black
A834104,A834104,05/10/2021 12:26:00 PM,05/10/2021 12:26:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Male,1 day,Domestic Shorthair,Blue
A834103,A834103,05/10/2021 12:26:00 PM,05/10/2021 12:26:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Blue
A834101,A834101,05/10/2021 12:26:00 PM,05/10/2021 12:26:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Black
A834100,A834100,05/10/2021 12:26:00 PM,05/10/2021 12:26:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Torbie
A834099,*Greta,05/10/2021 12:26:00 PM,05/10/2021 12:26:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A834102,A834102,05/10/2021 12:26:00 PM,05/10/2021 12:26:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Black
A834098,,05/10/2021 12:52:00 PM,05/10/2021 12:52:00 PM,10604 Pinehurst Drive in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Armadillo,Gray
A834094,Alex,05/10/2021 12:54:00 PM,05/10/2021 12:54:00 PM,7500 Dawn Hill Circle in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Blue
A834089,Angel,05/10/2021 12:54:00 PM,05/10/2021 12:54:00 PM,4607 Dudmar Drive in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan
A819429,*Amber,05/10/2021 01:29:00 PM,05/10/2021 01:29:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull,Brown Brindle/White
A834113,,05/10/2021 01:36:00 PM,05/10/2021 01:36:00 PM,9807 Middle Fiskville Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Longhair Mix,Brown Tabby
A834120,Grams 315,05/10/2021 03:15:00 PM,05/10/2021 03:15:00 PM,2202 New York Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A834118,Grams 226,05/10/2021 03:15:00 PM,05/10/2021 03:15:00 PM,2202 New York Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A834119,Grams 259,05/10/2021 03:15:00 PM,05/10/2021 03:15:00 PM,2202 New York Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A834121,*Marshmallow,05/10/2021 03:19:00 PM,05/10/2021 03:19:00 PM,1900 Valley Hill Circle in Austin (TX),Stray,Normal,Other,Intact Female,1 year,New Zealand Wht,White
A834129,Brownie,05/10/2021 03:40:00 PM,05/10/2021 03:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Border Terrier Mix,Brown
A834130,Lalo,05/10/2021 03:40:00 PM,05/10/2021 03:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Border Terrier Mix,Black
A834131,Max,05/10/2021 03:40:00 PM,05/10/2021 03:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Whippet Mix,Brown
A834125,Kimber,05/10/2021 03:50:00 PM,05/10/2021 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Great Pyrenees,White/Tan
A834123,Colt,05/10/2021 03:50:00 PM,05/10/2021 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0 years,Great Pyrenees,White/Tan
A834124,,05/10/2021 03:55:00 PM,05/10/2021 03:55:00 PM,2100 E Riverside in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A834132,*Crumpet,05/10/2021 04:33:00 PM,05/10/2021 04:33:00 PM,11923 Us Hwy 290 E in Manor (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Calico
A834133,,05/10/2021 05:15:00 PM,05/10/2021 05:15:00 PM,404 W 51St St in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Brown
A834135,,05/10/2021 05:38:00 PM,05/10/2021 05:38:00 PM,Parmer Lane And Mopac Expressway in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees/German Shepherd,Brown/Black
A834136,*Smore,05/10/2021 05:38:00 PM,05/10/2021 05:38:00 PM,Parmer Lane And Mopac Expressway in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees/German Shepherd,Tan
A834139,,05/10/2021 06:10:00 PM,05/10/2021 06:10:00 PM,8104 Washita Dr in Austin (TX),Stray,Pregnant,Dog,Intact Female,3 years,Pit Bull/Australian Cattle Dog,White/Brown
A834152,Blue Collar,05/11/2021 08:12:00 AM,05/11/2021 08:12:00 AM,Magin Meadow Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 days,Chihuahua Shorthair,Brown
A834151,Green Collar,05/11/2021 08:12:00 AM,05/11/2021 08:12:00 AM,Magin Meadow Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 days,Chihuahua Shorthair,Brown
A834154,Pink Collar,05/11/2021 08:12:00 AM,05/11/2021 08:12:00 AM,Magin Meadow Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 days,Chihuahua Shorthair,Brown
A775493,Baby (Priscilla),05/11/2021 08:12:00 AM,05/11/2021 08:12:00 AM,Magin Meadow Drive in Austin (TX),Stray,Nursing,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan/White
A834153,Red Collar,05/11/2021 08:12:00 AM,05/11/2021 08:12:00 AM,Magin Meadow Drive in Austin (TX),Stray,Normal,Dog,Intact Male,6 days,Chihuahua Shorthair,Brown
A764137,Dakota,05/11/2021 09:02:00 AM,05/11/2021 09:02:00 AM,101 Hergotz Lane in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Boxer Mix,Black/White
A834232,*Gus,05/11/2021 10:50:00 AM,05/11/2021 10:50:00 AM,Cripple Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,16 years,Miniature Poodle,White
A671971,Cookie,05/11/2021 12:27:00 PM,05/11/2021 12:27:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,16 years,Dachshund/Chihuahua Shorthair,Tan
A834197,Rainbow,05/11/2021 01:03:00 PM,05/11/2021 01:03:00 PM,Middle Fiskville in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix,Brown/White
A834221,*William,05/11/2021 01:59:00 PM,05/11/2021 01:59:00 PM,701 East 11Th Street in Austin (TX),Abandoned,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black
A834216,,05/11/2021 01:59:00 PM,05/11/2021 01:59:00 PM,Presidential Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier,White/Brown
A834213,*Micro,05/11/2021 02:00:00 PM,05/11/2021 02:00:00 PM,9812 Childress Drive in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby/White
A834214,*Dot,05/11/2021 02:00:00 PM,05/11/2021 02:00:00 PM,9812 Childress Drive in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Calico/White
A834212,*Iota,05/11/2021 02:03:00 PM,05/11/2021 02:03:00 PM,9812 Childress Drive in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White
A834210,*Tiny,05/11/2021 02:04:00 PM,05/11/2021 02:04:00 PM,9812 Childress Drive in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A834208,*Cocoa,05/11/2021 02:05:00 PM,05/11/2021 02:05:00 PM,Florence And East Drive in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Tortie/White
A834205,*Brownie,05/11/2021 02:06:00 PM,05/11/2021 02:06:00 PM,Florence And East Drive in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Tortie/White
A834203,*Turtle,05/11/2021 02:07:00 PM,05/11/2021 02:07:00 PM,Florence And East Drive in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A834200,*Fudge,05/11/2021 02:08:00 PM,05/11/2021 02:08:00 PM,Florence And East Drive in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A834233,*Pepper,05/11/2021 02:52:00 PM,05/11/2021 02:52:00 PM,290 And Old Bee Caves Road in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Australian Cattle Dog Mix,Brown/White
A834234,*Bernie,05/11/2021 02:59:00 PM,05/11/2021 02:59:00 PM,1115 Mark Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A834235,*Benny,05/11/2021 02:59:00 PM,05/11/2021 02:59:00 PM,1115 Mark Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A834236,*Bunny,05/11/2021 02:59:00 PM,05/11/2021 02:59:00 PM,1115 Mark Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A834241,Francis,05/11/2021 03:43:00 PM,05/11/2021 03:43:00 PM,Middle Fiskville Road And Rundberg Lane in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Medium Hair,Orange Tabby
A834245,*Roman,05/11/2021 03:54:00 PM,05/11/2021 03:54:00 PM,1113 East 2Nd Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue/White
