#,Song ,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Valence (Happiness),Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
522," The Bonfire - ""The Book of Boba Fett: Vol. 1 (Chapters 1-4)"" Bonus Track","Joseph Shirley,Ludwig Goransson",34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,1:41,51,31,52,87,5,5,8,-17 db,90,D Major,10B,4,2/15/22,4lRQ8PN2D55giJqdAsfpnl
502, The Book of Boba Fett,Ludwig Goransson,69,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,2:55,56,47,78,84,19,4,12,-10 db,130,G Minor,6A,3,2/4/22,1XkRprkVY9ntVC7KzHrlaZ
157, The Bounty Hunter Is Back,Kevin Kiner,41,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,2:29,31,19,6,69,4,4,11,-15 db,139,A Minor,8A,4,7/8/21,5bBRnr1fRrCG9ES0sEKlma
557, The Cave,John Williams,32,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,2:59,17,9,49,87,3,5,14,-26 db,112,F Minor,4A,5,12/15/17,75tWMAX7gSbs3VNKgvlOST
369, The City in the Clouds,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,6:33,15,5,97,84,3,4,73,-24 db,104,F Minor,4A,3,5/30/18,1COIsPbb75T0qsMb0seDOb
46, The Clones,Kevin Kiner,43,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:29,19,48,57,92,23,5,14,-10 db,88,G Major,9B,4,5/9/17,7L8Hm9mVCeIJAYeGcZekdy
346, The Desert and the Robot Auction,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,2:53,34,7,95,79,10,4,26,-22 db,117,Câ™¯/Dâ™­ Major,3B,4,5/30/18,6nJBRlwXLlyWWbVEXglFCS
14, The Droid Invasion and the Appearance of Darth Maul,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,5:14,22,20,86,94,4,6,8,-20 db,76,F Minor,4A,3,5/9/17,4rjXuAjwmf1EJYpTIt8gwz
372, The Duel,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,4:05,24,29,95,91,7,4,35,-16 db,78,G Major,9B,4,5/30/18,5XHUccCGayeyquDs880duN
400, The Egg,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 2 (Original Score),11/15/19,2:54,28,13,54,94,4,5,48,-18 db,170,G Major,9B,3,12/27/19,43vxU6yuNbWNUzwVAWSEpp
384, The Emperor,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,2:45,18,13,96,89,4,3,16,-19 db,83,D Major,10B,3,5/30/18,0pngMv0S5gWm8LYjWDaPC2
448, The Ewebb,Ludwig Goransson,35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,4:06,41,15,40,90,4,4,10,-19 db,84,Câ™¯/Dâ™­ Major,3B,4,12/27/19,67oMJsLNKlidxbBWzAKurX
529, The Falcon,John Williams,34,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,3:32,44,47,82,74,20,3,39,-11 db,79,A#/Bâ™­ Minor,3A,1,12/18/15,73kJJ42uVT0eu1CseFBu7i
501, The Families of Mos Espa,"Joseph Shirley,Ludwig Goransson",42,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,5:33,24,9,72,82,3,4,9,-24 db,74,C Minor,5A,4,2/4/22,7Dx8vW0n5o9MztV5E447R7
556, The Fathiers,John Williams,33,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,2:42,34,39,77,86,32,4,15,-13 db,81,A Minor,8A,3,12/15/17,0wvl02mmpTgoqdBtyj64WP
577, The Final Saber Duel,John Williams,36,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,3:57,14,7,84,88,4,3,11,-18 db,43,F Minor,4A,4,12/27/19,0WncQWi2RqYKIGriO9gyJ0
580, The Force Is with You,John Williams,40,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,3:59,8,26,92,94,4,4,10,-16 db,79,G Minor,6A,1,12/27/19,4bHQSkgdZ2vYKAn7qQTTIU
382, The Forest Battle,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,4:06,51,45,92,86,35,4,9,-14 db,79,C Major,8B,4,5/30/18,36gOhkXEHlcCMskCrisw5g
428, The Gang,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,2:06,42,28,2,85,4,4,12,-19 db,160,G Major,9B,4,12/27/19,3n3KG5WPpmzUpurMbwsBUg
254, The Good Guy,John Powell,29,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,5:24,18,8,82,86,4,4,5,-21 db,76,G Major,9B,3,5/27/18,2Twhcme552aeHeJxomMEIT
312, The Great Pergill,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:56,28,12,91,83,4,3,11,-16 db,79,F#/Gâ™­ Minor,11A,4,5/9/17,6CQE3UpRsLRpizKMPHoEyo
425, The Hangar,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 5 (Original Score),12/6/19,6:06,9,4,84,75,3,4,11,-28 db,72,A#/Bâ™­ Minor,3A,3,12/27/19,17WvwB0ZgEJn8dlhS8xpIu
362, The Heroics of Luke and Han,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,5:58,16,33,92,91,4,6,14,-17 db,77,C Minor,5A,4,5/30/18,0NzAXWhBC3idDB2yeE4F8j
16, The High Council Meeting and Qui-Gon's Funeral,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,3:08,13,2,95,66,3,4,11,-32 db,144,F#/Gâ™­ Minor,11A,5,5/9/17,2mE6KFVD3rWkU1FMUpIUCe
176, The Hives,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:12,28,44,30,84,8,4,11,-11 db,152,D#/Eâ™­ Major,5B,4,9/14/21,2AljhrYVmN5xPENsC58hhl
118, The Immolation Scene,"John Williams,London Voices,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british choir, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode III: Revenge of the Sith [Original Motion Picture Soundtrack],2005,2:41,16,7,85,90,4,4,11,-23 db,71,B Minor,10A,5,11/28/15,2LUz8ARN0xx5YblhEftz2F
363, The Imperial March (Darth Vader's Theme),"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,3:03,58,36,95,95,34,3,10,-14 db,103,G Minor,6A,4,5/30/18,7dO9OAZUF4LIK5iZ1gROW3
341, The Imperial Suite,Michael Giacchino,47,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,2:29,29,38,82,94,43,3,19,-11 db,87,F Minor,4A,4,12/17/16,2NZhNbfb1rD1aRj3hZaoqk
200, The Inquisition,"Stephen Barton,Gordy Haab",29,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,2:45,17,4,75,91,3,4,12,-22 db,61,D#/Eâ™­ Major,5B,3,9/3/20,6cCABXQ0SMWfbNGVyjcUEJ
273, The Inquisitor,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,0:35,11,28,78,97,66,3,22,-12 db,73,D#/Eâ™­ Major,5B,4,5/9/17,3Wn8rQ7scxADTAaab4xWQN
545, The Jedi Steps and Finale,John Williams,44,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,8:51,23,27,91,94,7,3,8,-13 db,134,G Minor,6A,5,12/18/15,3fdY6ZVYtiHcrArNdvK3Ux
352, The Land of the Sand People,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,2:51,35,19,95,51,6,7,11,-19 db,115,G#/Aâ™­ Major,4B,5,5/30/18,5gFTzftl29EMBcIzJ4GDrp
357, The Last Battle,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,12:07,30,27,91,87,10,4,30,-16 db,137,F Major,7B,4,5/30/18,2munYYc11RLdqjB0YvXcJA
563, The Last Jedi,John Williams,38,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:03,6,29,84,91,5,4,13,-14 db,70,A Minor,8A,3,12/15/17,69qAhQ1p5kGzRpcVctqlgK
348, The Little People Work,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,4:06,46,3,96,32,6,3,15,-24 db,116,D Minor,7A,4,5/30/18,0WE6wl7xXzOZQmskJxFNG2
373, The Magic Tree,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,3:36,8,11,92,92,4,4,36,-21 db,178,D#/Eâ™­ Major,5B,4,5/30/18,0juw5DwTrpamc8ZJeQObm9
395, The Mandalorian,Ludwig Goransson,69,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 1 (Original Score),11/12/19,3:18,42,41,54,66,23,8,10,-13 db,166,F Minor,4A,4,12/27/19,6tJFtthY0rI1x06qb8NjK0
445, The Mandalorian - Orchestral Version,Ludwig Goransson,50,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 7 (Original Score),12/18/19,2:20,48,24,83,70,12,4,29,-13 db,83,D Minor,7A,4,12/27/19,4mgVPwEtvXLPhmxCPFNKSi
52, The Mandalorians of Death Watch,Kevin Kiner,32,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:19,30,45,79,92,13,4,10,-13 db,74,D Minor,7A,3,5/9/17,42R43eDc3m0yrb97VWNKyG
211, The Mantis Lands,"Stephen Barton,Gordy Haab",26,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,2:30,17,7,94,76,4,4,7,-22 db,111,E Major,12B,1,9/3/20,4goEvrjLgYvqPPAKo30Hpl
459, The Marshal's Tale,Ludwig Goransson,43,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,6:05,25,26,43,89,10,4,10,-15 db,77,D Minor,7A,1,11/20/20,5hxY2k2aaplLilxSiGgVvp
337, The Master Switch,Michael Giacchino,34,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,4:02,17,28,57,88,3,4,14,-15 db,132,E Major,12B,4,12/17/16,1gv7u3CtDZCeG3lrWuViah
25, The Meadow Picnic,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,4:14,7,3,93,89,7,4,12,-26 db,75,G Major,9B,3,4/3/14,6oj93k0skdDXn9DBFTLNZ4
498, The Mod Parlour,"Joseph Shirley,Ludwig Goransson,Thundercat",42,"nordic soundtrack, orchestral soundtrack, soundtrack, afrofuturism, indie soul","R&B, Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,3:04,41,75,10,78,49,8,12,-11 db,125,G Major,9B,4,2/4/22,6cKBZIepnUQGLlycnxElhR
401, The Mudhorn,Ludwig Goransson,39,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 2 (Original Score),11/15/19,3:00,45,71,19,82,4,6,14,-16 db,109,F Minor,4A,4,12/27/19,1wryoL3WWf6xcDkf3YUvR7
403, The Next Journey,Ludwig Goransson,40,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 2 (Original Score),11/15/19,2:35,36,15,72,60,7,4,11,-16 db,83,C Minor,5A,4,12/27/19,3ltztJwjb9fXKPBqJ59OoC
225, The Ninth Sister,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,6:18,27,53,58,93,14,4,7,-14 db,80,Câ™¯/Dâ™­ Major,3B,3,9/3/20,7em1pV18G2tClxSrVGdeec
569, The Old Death Star,John Williams,32,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,3:16,17,9,78,91,5,4,8,-18 db,107,A#/Bâ™­ Minor,3A,4,12/27/19,2i7sBPlQDuSroJu2ZVsSZt
222, The Origin Tree,"Stephen Barton,Gordy Haab",25,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,4:19,9,6,93,61,3,4,14,-25 db,86,A Minor,8A,3,9/3/20,2vIh0iJZuYGnp8Cxkmcpla
205, The Path of the Three Sages,"Stephen Barton,Gordy Haab",28,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,2:48,20,7,90,35,4,4,9,-25 db,68,F#/Gâ™­ Minor,11A,5,9/3/20,4yH9ZGKNfBGmzPMnYTkjQR
411, The Ponds of Sorgan,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 4 (Original Score),11/29/19,3:09,46,40,29,92,7,6,9,-15 db,88,G Major,9B,3,12/27/19,5SB97kf29Cu20GEcb30Huh
356, The Princess Appears,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,4:06,11,9,99,75,5,4,11,-26 db,84,Câ™¯/Dâ™­ Minor,12A,1,5/30/18,3ga6Ff7Z9JIVjUExx9XJCr
531, The Rathtars!,John Williams,30,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,4:05,31,39,85,86,9,5,11,-13 db,129,G Major,9B,3,12/18/15,1RvQgGp79PAzA4qH9FoFyX
552, The Rebellion Is Reborn,John Williams,34,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:59,23,21,92,86,6,4,10,-15 db,101,A#/Bâ™­ Major,6B,3,12/15/17,17UYYIhQ8IDbm1ImKRblxE
519, The Reign of Boba Fett,"Joseph Shirley,Ludwig Goransson",35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,1:21,35,9,81,94,21,4,10,-22 db,135,D Major,10B,3,2/15/22,17cyuka3Azj2vskzossGeb
354, The Return Home,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,2:48,17,12,96,78,4,4,7,-20 db,91,Câ™¯/Dâ™­ Major,3B,4,5/30/18,2reEqM3cDqjD6jeMdyDFPG
385, The Return of the Jedi,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,5:06,35,37,93,92,12,3,8,-14 db,73,G Major,9B,4,5/30/18,3BgsKv7GG5fGnODGcU37Sr
568, The Rise of Skywalker,John Williams,45,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,4:18,17,15,93,90,4,4,9,-18 db,82,F#/Gâ™­ Major,2B,4,12/27/19,5mwobK7yPtQQgrywkyvTLu
558, The Sacred Jedi Texts,John Williams,37,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:32,12,5,95,82,3,4,34,-19 db,88,D Minor,7A,3,12/15/17,74BhnLENTXul5hgjC7NaUj
524, The Scavenger,John Williams,42,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,3:39,21,2,96,97,4,4,11,-25 db,68,E Minor,9A,5,12/18/15,2AJHEH475SPH3XckX6KyBI
474, The Seeing Stone,Ludwig Goransson,38,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,2:12,19,22,30,88,6,4,8,-21 db,85,G Minor,6A,4,12/18/20,0xrmraMcoX1xBnRf9nOu6v
5, The Sith Spacecraft and the Droid Battle,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,2:37,30,60,72,92,20,9,8,-15 db,114,F Minor,4A,4,5/9/17,0dg70W30usIZtlibzYq4Jg
470, The Sorcerer,Ludwig Goransson,42,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,3:32,18,13,36,44,6,4,32,-26 db,170,C Major,8B,4,12/18/20,0wlnTrE8V2gEumJbHzrP5R
562, The Spark,John Williams,38,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:35,14,7,94,87,3,4,9,-17 db,100,F#/Gâ™­ Major,2B,3,12/15/17,1gaPmqLrbaOAFNnuNGc4sQ
570, The Speeder Chase,John Williams,30,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,3:21,44,35,81,66,13,3,24,-13 db,142,E Minor,9A,4,12/27/19,5eGqghXuRjQXsfhSs3gYn5
441, The Standoff,Ludwig Goransson,33,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 7 (Original Score),12/18/19,2:57,36,13,80,70,4,5,10,-22 db,94,G Major,9B,3,12/27/19,1fsLAqqrXdWg8uzCEdKhDo
534, The Starkiller,John Williams,36,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,1:51,17,9,95,84,3,4,9,-23 db,88,A Minor,8A,3,12/18/15,7olfP2L9CUVWXfCzwJgb4Z
471, The Story,Ludwig Goransson,41,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,6:48,11,2,73,89,4,4,12,-32 db,74,D Minor,7A,4,12/18/20,6QRAFxZtsg7mJyxfSPw3Sw
487, The Stranger,"Joseph Shirley,Ludwig Goransson",48,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,3:01,33,35,45,90,10,3,12,-14 db,130,G Minor,6A,3,2/4/22,0OVyKEDP7Cix5L2VAnKMcA
549, The Supremacy,John Williams,34,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,4:00,19,29,84,83,4,4,9,-14 db,143,Câ™¯/Dâ™­ Major,3B,4,12/15/17,6VVazVCT7PMofEkMXDdbEo
481, The Sword,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,3:07,22,5,76,87,4,4,18,-16 db,70,A Major,11B,3,12/18/20,1JuabxQZgtEJJuVBVKrhiP
94, The Throne,Kevin Kiner,31,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 9-12) [Original Soundtrack],5/4/20,1:38,15,16,52,89,3,4,11,-21 db,77,D Major,10B,4,5/4/20,5QDic2dbkzoyXO7zGI8VWv
358, The Throne Room and End Title,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,5:29,32,43,91,91,21,6,5,-13 db,119,C Major,8B,4,5/30/18,0KOYV2jgRZWLcLI94kiscs
361, The Training of a Jedi Knight,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,3:08,22,7,96,96,17,4,29,-28 db,177,D Minor,7A,4,5/30/18,2u3vJyfpabS2np6uTBBCS3
6, The Trip to the Naboo Temple and the Audience with Boss Nass,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,4:07,24,7,94,89,5,3,14,-25 db,85,C Minor,5A,4,5/9/17,3G5pnkXSpk1RoakWqk7Auh
28, The Tusken Camp and the Homestead,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,5:54,18,3,71,50,4,4,16,-31 db,105,F Major,7B,3,4/3/14,5c9ybEg7xaMPeLVcSyuytM
492, The Twins,"Joseph Shirley,Ludwig Goransson",43,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,4:37,26,18,75,92,4,4,62,-20 db,118,F#/Gâ™­ Minor,11A,4,2/4/22,57QT5mhxGeNHouCmBU9SuN
495, The Ultimate Boon,"Joseph Shirley,Ludwig Goransson",43,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,5:07,17,28,73,94,4,4,7,-15 db,129,C Minor,5A,4,2/4/22,52aozzAEFkNN7WLdwtApMC
503, The Underworld,"Joseph Shirley,Ludwig Goransson",37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,3:19,11,16,89,85,4,4,15,-24 db,78,C Major,8B,4,2/15/22,6nP0FytkH6DkC6K2CdgDZV
355, The Walls Converge,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,4:34,16,14,97,80,8,4,15,-19 db,171,A#/Bâ™­ Major,6B,5,5/30/18,1UhPclfT0CXavOA1QBGZUF
208, The Wanderer,"Stephen Barton,Gordy Haab",25,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,4:53,20,20,74,94,4,5,8,-22 db,132,C Major,8B,4,9/3/20,5pnMAGRRVjanrUJyS6oXQ8
542, The Ways of the Force,John Williams,36,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,3:14,17,31,87,94,5,4,11,-15 db,78,F Minor,4A,3,12/18/15,2ufKdr8F14sT0dOrExY3zK
239, The Will of the Force,"Stephen Barton,Gordy Haab",26,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,5:10,7,18,80,71,4,4,35,-20 db,73,Câ™¯/Dâ™­ Major,3B,4,9/3/20,39zC1Am4wrjgOlGIJysvCD
576, They Will Come,John Williams,34,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,2:50,36,15,94,91,15,3,11,-17 db,102,D Minor,7A,4,12/27/19,2LfOIz9Zo1IBbZqOPg2wRp
443, This Is It,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 7 (Original Score),12/18/19,1:57,40,18,87,56,40,5,14,-15 db,83,D Minor,7A,4,12/27/19,34fJSVxHcNWYQkTMvLCUZE
71, Ticking Time Bomb,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,2:50,45,36,39,92,7,4,30,-14 db,120,C Minor,5A,4,5/4/20,5wGriMk7gmnbH9hZLYTZn5
