tconst,ordering,nconst,category,job,characters,title,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Hostage Crisis,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Hostage Crisis,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Hostage Crisis,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Hostage Crisis,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Innocents of Ryloth,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Innocents of Ryloth,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Innocents of Ryloth,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Innocents of Ryloth,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Innocents of Ryloth,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Innocents of Ryloth,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Innocents of Ryloth,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Innocents of Ryloth,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Innocents of Ryloth,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Innocents of Ryloth,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Liberty on Ryloth,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Liberty on Ryloth,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Liberty on Ryloth,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Liberty on Ryloth,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Liberty on Ryloth,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Liberty on Ryloth,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Liberty on Ryloth,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Liberty on Ryloth,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Liberty on Ryloth,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Liberty on Ryloth,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Mystery of a Thousand Moons,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Mystery of a Thousand Moons,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Mystery of a Thousand Moons,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Mystery of a Thousand Moons,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Mystery of a Thousand Moons,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Mystery of a Thousand Moons,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Mystery of a Thousand Moons,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Mystery of a Thousand Moons,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Mystery of a Thousand Moons,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Mystery of a Thousand Moons,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Storm Over Ryloth,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Storm Over Ryloth,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Storm Over Ryloth,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Storm Over Ryloth,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Storm Over Ryloth,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Storm Over Ryloth,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Storm Over Ryloth,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Storm Over Ryloth,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Storm Over Ryloth,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Storm Over Ryloth,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Cut and Run,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Cut and Run,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Cut and Run,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Cut and Run,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Cut and Run,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Cut and Run,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Cut and Run,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Cut and Run,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Cut and Run,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Cut and Run,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Replacements,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Replacements,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Replacements,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Replacements,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Replacements,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Replacements,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Replacements,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Replacements,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Replacements,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Replacements,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Rampage,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Rampage,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Rampage,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Rampage,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Rampage,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Rampage,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Rampage,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Rampage,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Rampage,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Rampage,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Cornered,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Cornered,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Cornered,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Cornered,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Cornered,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Cornered,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Cornered,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Cornered,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Cornered,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Cornered,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Battle Scars,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Battle Scars,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Battle Scars,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Battle Scars,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Battle Scars,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Battle Scars,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Battle Scars,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Battle Scars,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Battle Scars,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Battle Scars,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Decommissioned,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Decommissioned,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Decommissioned,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Decommissioned,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Decommissioned,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Decommissioned,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Decommissioned,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Decommissioned,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Decommissioned,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Decommissioned,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Common Ground,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Common Ground,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Common Ground,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Common Ground,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Common Ground,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Common Ground,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Common Ground,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Common Ground,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
tt12708542,9,nm0726184,actor,\N,"Ketch,Factory Worker #2,Masked Guard #1",Common Ground,Sam Riegel,1976,\N,"actor,miscellaneous,casting_director","tt2387612,tt2302755,tt1628841,tt0318913"
tt12708542,10,nm0074036,actor,\N,"Lama Su,Scrapper #2",Common Ground,Bob Bergen,1964,\N,"actor,miscellaneous,soundtrack","tt0094625,tt0376390,tt0318155,tt0117705"
tt12708542,1,nm0001840,actress,\N,Fennec Shand,Bounty Lost,Ming-Na Wen,1963,\N,"actress,soundtrack","tt0111301,tt0173840,tt0120762,tt2364582"
tt12708542,2,nm0048389,actor,\N,"The Bad Batch,Clone Troopers,Captain Howzer",Bounty Lost,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt12708542,3,nm0029391,actress,\N,Omega,Bounty Lost,Michelle Ang,1983,\N,"actress,soundtrack,producer","tt1464174,tt3387648,tt3743822,tt1712261"
tt12708542,4,nm2768397,actor,\N,"Vice Admiral Rampart,Pantoran Security,Passenger",Bounty Lost,Noshir Dalal,\N,\N,"actor,miscellaneous,sound_department","tt6161168,tt1600194,tt4844106,tt6111130"
tt12708542,5,nm3963796,writer,developed by,\N,Bounty Lost,Jennifer Corbett,\N,\N,"producer,writer,miscellaneous","tt0364845,tt1590961,tt2229167,tt12708542"
tt12708542,6,nm1396048,writer,created by,\N,Bounty Lost,Dave Filoni,1974,\N,"writer,producer,director","tt8336340,tt2930604,tt0458290,tt8111088"
tt12708542,7,nm1240448,actor,\N,"Bolo,Captured Falleen,Pyke",Bounty Lost,Liam O'Brien,1976,\N,"actor,writer,miscellaneous","tt1894414,tt0473444,tt0385700,tt4834232"
tt12708542,8,nm0674231,actress,\N,Cid,Bounty Lost,Rhea Perlman,1948,\N,"actress,producer,soundtrack","tt3236120,tt0117008,tt0109370,tt0083399"
